seq_id	species	label
KJ887639	SACMV	SACMV
KJ887640	SACMV	SACMV
KJ887641	SACMV	SACMV
KJ887642	SACMV	SACMV
KJ887643	SACMV	SACMV
KJ887644	SACMV	SACMV
KJ887645	SACMV	SACMV
KJ887646	SACMV	SACMV
KJ887647	SACMV	SACMV
KJ887649	SACMV	SACMV
KJ887650	SACMV	SACMV
KJ887652	SACMV	SACMV
KJ887653	SACMV	SACMV
KJ887654	SACMV	SACMV
KJ887655	SACMV	SACMV
KJ887656	SACMV	SACMV
KJ887657	SACMV	SACMV
KJ887658	SACMV	SACMV
KJ887659	SACMV	SACMV
KJ887660	SACMV	SACMV
KJ887661	SACMV	SACMV
KJ887662	SACMV	SACMV
KJ887663	SACMV	SACMV
KJ887664	SACMV	SACMV
KJ887665	SACMV	SACMV
KJ887666	SACMV	SACMV
KJ887668	SACMV	SACMV
KJ887669	SACMV	SACMV
KJ887670	SACMV	SACMV
KJ887671	SACMV	SACMV
KJ887672	SACMV	SACMV
KJ887673	SACMV	SACMV
KJ887674	SACMV	SACMV
KJ887675	SACMV	SACMV
KJ887676	SACMV	SACMV
KJ887677	SACMV	SACMV
KJ887678	SACMV	SACMV
KJ887679	SACMV	SACMV
KJ887680	SACMV	SACMV
KJ887682	SACMV	SACMV
KJ887683	SACMV	SACMV
KJ887684	SACMV	SACMV
KJ887685	SACMV	SACMV
KJ887686	SACMV	SACMV
KJ887690	SACMV	SACMV
KJ887693	SACMV	SACMV
KJ887694	SACMV	SACMV
KJ887695	SACMV	SACMV
KJ887696	SACMV	SACMV
KJ887697	SACMV	SACMV
KJ887698	SACMV	SACMV
KJ887699	SACMV	SACMV
KJ887700	SACMV	SACMV
KJ887701	SACMV	SACMV
KJ887702	SACMV	SACMV
KJ887703	SACMV	SACMV
KJ887704	SACMV	SACMV
KJ887708	SACMV	SACMV
KJ887709	SACMV	SACMV
KJ887711	SACMV	SACMV
KJ887712	SACMV	SACMV
KJ887713	SACMV	SACMV
KJ887714	SACMV	SACMV
KJ887715	SACMV	SACMV
KJ887716	SACMV	SACMV
KJ887717	SACMV	SACMV
KJ887718	SACMV	SACMV
KJ887719	SACMV	SACMV
KJ887720	SACMV	SACMV
KJ887721	SACMV	SACMV
KJ887722	SACMV	SACMV
KJ887723	SACMV	SACMV
KJ887724	SACMV	SACMV
KJ887725	SACMV	SACMV
KJ887726	SACMV	SACMV
KJ887727	SACMV	SACMV
KJ887728	SACMV	SACMV
KJ887729	SACMV	SACMV
KJ887730	SACMV	SACMV
KJ887731	SACMV	SACMV
KJ887732	SACMV	SACMV
KJ887733	SACMV	SACMV
KJ887734	SACMV	SACMV
KJ887735	SACMV	SACMV
KJ887736	SACMV	SACMV
KJ887737	SACMV	SACMV
KJ887738	SACMV	SACMV
KJ887740	SACMV	SACMV
KJ887745	SACMV	SACMV
KJ887746	SACMV	SACMV
KJ887747	SACMV	SACMV
KJ887748	SACMV	SACMV
KJ887749	SACMV	SACMV
NC003804	SACMV	SACMV
OP971522	SACMV	SACMV
AJ704934	EACMV	EACMV
AJ704935	EACMV	EACMV
AJ704936	EACMV	EACMV
AJ704937	EACMV	EACMV
AJ704938	EACMV	EACMV
AJ704939	EACMV	EACMV
AJ704949	EACMV	EACMV
AJ704950	EACMV	EACMV
AJ704951	EACMV	EACMV
AJ704952	EACMV	EACMV
AJ704953	EACMV	EACMV
AJ704973	EACMV	EACMV
AJ704974	EACMV	EACMV
AY795989	EACMV	EACMV
JX679247	EACMV	EACMV
KM885990	EACMV	EACMV
KM885991	EACMV	EACMV
KM885992	EACMV	EACMV
KM885993	EACMV	EACMV
KM885994	EACMV	EACMV
KM885995	EACMV	EACMV
KM885996	EACMV	EACMV
KM885997	EACMV	EACMV
KM885998	EACMV	EACMV
KM885999	EACMV	EACMV
KM886000	EACMV	EACMV
KM886001	EACMV	EACMV
KM886002	EACMV	EACMV
KM886003	EACMV	EACMV
KM886004	EACMV	EACMV
KM886005	EACMV	EACMV
LC832864	EACMV	EACMV
MH646694	EACMV	EACMV
MZ494476	EACMV	EACMV
MZ494479	EACMV	EACMV
MZ570971	EACMV	EACMV
NC004676	EACMV	EACMV
OL444943	EACMV	EACMV
AF126805	EACMV	EACMV
AF126807	EACMV	EACMV
AF230375	EACMV	EACMV
AJ704954	EACMV	EACMV
AJ704955	EACMV	EACMV
AJ704956	EACMV	EACMV
AJ704957	EACMV	EACMV
AJ704958	EACMV	EACMV
AJ704959	EACMV	EACMV
AJ704960	EACMV	EACMV
AJ704961	EACMV	EACMV
AJ704962	EACMV	EACMV
AJ704963	EACMV	EACMV
AJ704964	EACMV	EACMV
AM502341	EACMV	EACMV
AM502342	EACMV	EACMV
AM502343	EACMV	EACMV
AM502344	EACMV	EACMV
FN668380	EACMV	EACMV
HE979776	EACMV	EACMV
HE979777	EACMV	EACMV
HE979778	EACMV	EACMV
HE979779	EACMV	EACMV
HE979780	EACMV	EACMV
KT780439	EACMV	EACMV
LC832865	EACMV	EACMV
MH379641	EACMV	EACMV
